97.7,895.7499957,25,35.43912449,21,2
108.1,55.76890144,0,35.43912449,0,0
106.1,94.566649,2,35.43912449,0,0
105.7,56.42334941,1,35.43912449,0,0
118.9,200.7198614,1,35.43912449,0,0
110.1,44.52021984,11,35.43912449,9,1
123.6,181.2518439,9,35.43912449,7,0
108.4,37.61789996,1,35.43912449,0,0
97.6,454.4707926,2,35.43912449,0,0
103.3,1033.794468,113,36.39256943,98,10
106,122.009453,4,36.39256943,2,0
101.1,175.3202444,0,36.39256943,0,0
112.8,576.7531296,23,36.39256943,20,2
103,235.9124643,11,36.39256943,9,1
106.4,212.0033407,8,36.39256943,7,0
93.5,704.9072234,3,36.39256943,1,0
108.3,235.4481172,3,36.39256943,1,0
122.1,89.50633978,6,36.39256943,5,0
102.5,105.5507822,13,36.39256943,11,1
104.8,142.5917007,1,36.39256943,0,0
105.4,64.69048431,0,36.39256943,0,0
104.8,225.1414655,4,36.39256943,2,0
101.3,144.8691651,0,36.39256943,0,0
105.5,120.7219103,1,36.39256943,0,0
94.1,3180.658503,10,28.43751058,8,1
101.8,676.9440699,10,28.43751058,8,1
100.2,561.0935121,4,28.43751058,1,0
102,158.0211286,1,28.43751058,0,0
101.6,107.750066,0,28.43751058,0,0
105.8,152.6575076,3,28.43751058,0,0
115.1,111.8592877,1,28.43751058,0,0
110.1,32.32693686,0,28.43751058,0,0
104.9,38.05544598,0,28.43751058,0,0
105.3,41.70539895,1,28.43751058,0,0
111.4,46.51529191,0,28.43751058,0,0
104.7,56.50241649,0,28.43751058,0,0
103.5,90.30885574,1,28.43751058,0,0
103.1,106.6125246,0,28.43751058,0,0
91,4420.294211,9,16.79672725,7,0
102.5,550.5314366,4,16.79672725,0,0
95.2,308.5293433,3,16.79672725,0,0
117.1,188.1044998,1,16.79672725,0,0
104.8,328.2708102,4,16.79672725,0,0
110.5,101.1773037,0,16.79672725,0,0
117.5,51.76624463,0,16.79672725,0,0
103.4,58.2650054,0,16.79672725,0,0
102,79.68767574,0,16.79672725,0,0
103.6,61.65176427,1,16.79672725,0,0
98.7,79.61034676,1,16.79672725,0,0
103.6,67.35479534,0,16.79672725,0,0
138.6,88.5899829,3,16.79672725,0,0
105.3,181.4934742,2,16.79672725,0,0
107.3,82.5265475,1,16.79672725,0,0
105.2,112.5920206,1,16.79672725,0,0
112.6,87.1967412,0,16.79672725,0,0
101,126.5532347,0,16.79672725,0,0
102.1,69.21199487,0,16.79672725,0,0
105.9,60.37412031,0,16.79672725,0,0
99.1,446.4061202,54,23.9989612,47,5
106.9,191.5382353,56,23.9989612,49,5
102.5,139.2909917,19,23.9989612,16,1
99.5,104.1493918,55,23.9989612,48,5
106.4,678.4957749,78,23.9989612,68,7
99.4,155.2228923,6,23.9989612,1,0
110.4,110.5308214,43,23.9989612,37,4
102.3,78.26789555,16,23.9989612,14,1
99.7,78.61199073,3,23.9989612,0,0
116.3,638.8017376,639,23.9989612,148,10
112.8,38.17788089,6,23.9989612,1,0
104.4,44.38782959,43,23.9989612,40,4
107.5,29.81673319,2,23.9989612,0,0
103.1,20.53070361,2,23.9989612,0,0
104.1,49.54209978,2,23.9989612,0,0
106.8,61.32984421,142,23.9989612,119,10
116.6,82.70799042,10,23.9989612,7,1
119.7,70.58577222,22,23.9989612,18,2
104.7,255.7941001,51,23.9989612,39,5
103.7,84.28387363,43,23.9989612,40,4
105.9,26.47581882,71,23.9989612,68,7
103.2,49.33556086,1,23.9989612,0,0
100,126.717748,0,23.9989612,0,0
96.3,487.4209198,12,27.87191441,10,1
96.4,540.8066378,1,27.87191441,0,0
104,278.8852059,3,27.87191441,0,0
99,1171.354644,21,27.87191441,18,2
102.1,131.6408823,5,27.87191441,0,0
107.1,612.6209241,18,27.87191441,15,1
100.9,724.0982427,12,27.87191441,10,1
99.8,1390.679821,35,27.87191441,21,3
106.8,55.82403695,1,27.87191441,0,0
119.5,155.360056,2,27.87191441,0,0
105.7,116.0290605,12,27.87191441,4,1
102.2,120.5534773,1,27.87191441,0,0
104.9,67.27803196,0,27.87191441,0,0
106.1,44.22621352,1,27.87191441,0,0
101.8,54.20197021,1,27.87191441,0,0
101,76.78436066,19,27.87191441,10,1
103.3,45.26300294,10,27.87191441,5,1
100,362.8634778,26,30.72689799,4,2
